,house_age,dormitory_type,condition_type
112,New_House,house,Regular
113,New_House,house,Regular
114,New_House,house,Regular
115,New_House,house,Regular
116,New_House,house,Regular
117,New_House,apartment,Regular
118,New_House,house,Regular
119,New_House,house,Regular
120,New_House,house,Regular
121,New_House,house,Regular
122,New_House,apartment,Regular
123,New_House,house,Good
124,New_House,house,Regular
125,New_House,house,Regular
126,New_House,house,Regular
127,New_House,house,Regular
128,New_House,house,Good
129,New_House,house,Regular
130,New_House,house,Regular
131,New_House,house,Regular
132,New_House,house,Regular
133,New_House,house,Regular
134,New_House,house,Regular
135,New_House,house,Regular
136,New_House,house,Regular
137,New_House,house,Regular
138,New_House,apartment,Regular
139,New_House,house,Regular
140,New_House,apartment,Regular
141,New_House,house,Regular
142,New_House,house,Regular
143,New_House,house,Regular
144,New_House,house,Regular
145,New_House,house,Regular
146,New_House,house,Regular
147,New_House,apartment,Regular
148,New_House,house,Regular
149,New_House,house,Regular
150,New_House,house,Regular
151,New_House,house,Regular
152,New_House,house,Regular
153,New_House,house,Regular
154,New_House,studio,Regular
155,New_House,house,Regular
156,New_House,house,Regular
157,New_House,house,Regular
158,New_House,house,Regular
159,New_House,house,Regular
160,New_House,house,Regular
161,New_House,house,Regular
162,New_House,house,Regular
163,New_House,house,Regular
164,New_House,house,Regular
165,New_House,house,Regular
166,New_House,apartment,Good
167,New_House,house,Regular
168,New_House,house,Regular
169,New_House,house,Good
170,New_House,house,Regular
171,New_House,house,Regular
172,New_House,house,Regular
173,New_House,house,Regular
174,New_House,house,Regular
175,New_House,house,Regular
176,New_House,house,Regular
177,New_House,house,Regular
178,New_House,house,Regular
179,New_House,apartment,Regular
180,New_House,house,Regular
181,New_House,house,Regular
182,New_House,house,Good
183,New_House,apartment,Regular
184,New_House,house,Regular
185,New_House,house,Regular
186,New_House,house,Regular
187,New_House,house,Regular
188,New_House,house,Regular
189,New_House,house,Regular
190,New_House,house,Regular
191,New_House,house,Regular
192,New_House,house,Regular
193,New_House,house,Regular
194,New_House,house,Regular
195,New_House,house,Regular
196,New_House,house,Good
197,New_House,house,Regular
198,New_House,house,Regular
199,New_House,house,Regular
200,New_House,house,Regular
201,New_House,house,Regular
202,New_House,house,Regular
203,New_House,house,Regular
204,New_House,house,Regular
205,New_House,house,Regular
206,New_House,house,Regular
207,New_House,house,Regular
208,New_House,apartment,Regular
209,New_House,house,Regular
210,New_House,house,Regular
211,New_House,house,Regular
212,New_House,house,Regular
213,New_House,house,Regular
214,New_House,house,Regular
215,New_House,apartment,Regular
216,New_House,house,Regular
217,New_House,house,Regular
218,New_House,apartment,Regular
219,New_House,apartment,Regular
220,New_House,house,Regular
221,New_House,house,Regular
222,New_House,house,Regular
223,New_House,house,Regular
224,New_House,house,Regular
225,New_House,house,Good
226,New_House,apartment,Regular
227,New_House,house,Regular
228,New_House,house,Regular
229,New_House,house,Regular
230,New_House,apartment,Regular
231,New_House,house,Good
232,New_House,house,Regular
233,New_House,apartment,Regular
234,New_House,house,Good
235,New_House,house,Regular
236,New_House,house,Good
237,New_House,house,Regular
238,New_House,house,Regular
239,New_House,house,Regular
240,New_House,house,Regular
241,New_House,apartment,Regular
242,New_House,apartment,Bad
243,New_House,house,Regular
244,New_House,apartment,Regular
245,New_House,house,Regular
246,New_House,house,Regular
247,New_House,apartment,Regular
248,New_House,house,Regular
249,New_House,house,Regular
250,New_House,house,Regular
251,New_House,house,Regular
252,New_House,house,Regular
253,New_House,house,Regular
254,New_House,house,Regular
255,New_House,apartment,Good
256,New_House,house,Regular
257,New_House,house,Regular
258,New_House,house,Regular
259,New_House,house,Regular
260,New_House,house,Regular
261,New_House,house,Regular
262,New_House,house,Regular
263,New_House,apartment,Regular
264,New_House,studio,Good
265,New_House,house,Regular
266,New_House,house,Regular
267,New_House,apartment,Regular
268,New_House,house,Regular
269,New_House,house,Regular
270,New_House,house,Regular
271,New_House,apartment,Regular
272,New_House,house,Regular
273,New_House,house,Regular
274,New_House,house,Regular
275,New_House,house,Regular
276,New_House,house,Good
277,New_House,house,Regular
278,New_House,house,Regular
279,New_House,house,Regular
280,New_House,house,Regular
281,New_House,apartment,Regular
282,New_House,house,Good
283,New_House,house,Regular
284,New_House,house,Regular
285,New_House,house,Regular
286,New_House,house,Regular
287,New_House,house,Regular
288,New_House,house,Regular
289,New_House,apartment,Regular
290,New_House,house,Regular
291,New_House,house,Regular
292,New_House,house,Regular
293,New_House,house,Regular
294,New_House,house,Good
295,New_House,house,Regular
296,New_House,house,Regular
297,New_House,house,Regular
298,New_House,house,Regular
299,New_House,house,Regular
300,New_House,house,Regular
301,New_House,house,Regular
302,New_House,house,Regular
303,New_House,house,Regular
304,New_House,house,Regular
305,New_House,house,Regular
306,New_House,house,Regular
307,New_House,house,Regular
308,New_House,apartment,Regular
309,New_House,house,Good
310,New_House,house,Good
311,New_House,house,Regular
312,New_House,house,Good
313,New_House,house,Regular
314,New_House,house,Regular
315,New_House,house,Regular
316,New_House,house,Good
317,New_House,house,Regular
318,New_House,apartment,Regular
319,New_House,house,Regular
320,New_House,house,Regular
321,New_House,house,Regular
322,New_House,house,Regular
323,New_House,house,Regular
324,New_House,apartment,Regular
325,New_House,apartment,Regular
326,New_House,house,Regular
327,New_House,house,Regular
328,New_House,house,Bad
329,New_House,house,Regular
330,New_House,house,Regular
331,New_House,house,Regular
332,New_House,house,Regular
333,New_House,apartment,Regular
334,New_House,house,Good
335,New_House,house,Regular
336,New_House,house,Regular
337,New_House,house,Good
338,New_House,house,Regular
339,New_House,house,Regular
340,New_House,house,Regular
341,New_House,house,Regular
342,New_House,house,Regular
343,New_House,house,Regular
344,New_House,house,Regular
345,New_House,house,Regular
346,New_House,house,Regular
347,New_House,apartment,Regular
348,New_House,house,Regular
349,New_House,house,Regular
350,New_House,studio,Regular
351,New_House,house,Regular
352,New_House,house,Regular
353,New_House,apartment,Good
354,New_House,house,Regular
355,New_House,house,Good
356,New_House,house,Regular
357,New_House,house,Regular
358,New_House,house,Regular
359,New_House,house,Regular
360,New_House,house,Regular
361,New_House,house,Regular
362,New_House,house,Regular
363,New_House,house,Regular
364,New_House,house,Regular
365,New_House,house,Regular
366,New_House,house,Regular
367,New_House,house,Regular
368,New_House,house,Regular
369,New_House,house,Regular
370,New_House,house,Regular
371,New_House,house,Good
372,New_House,house,Good
373,New_House,house,Regular
374,New_House,house,Regular
375,New_House,house,Regular
376,New_House,house,Regular
377,New_House,house,Regular
378,New_House,house,Regular
379,New_House,house,Regular
380,New_House,apartment,none
381,New_House,house,Regular
382,New_House,house,Regular
383,New_House,house,Regular
384,New_House,house,Regular
385,New_House,house,Regular
386,New_House,house,Regular
387,New_House,house,Regular
388,New_House,house,Regular
389,New_House,house,Regular
390,New_House,house,Regular
391,New_House,house,Regular
392,New_House,house,Regular
393,New_House,house,Regular
394,New_House,house,Regular
395,New_House,apartment,Good
396,New_House,house,Regular
397,New_House,house,none
398,New_House,house,Regular
399,New_House,house,Regular
400,New_House,house,Regular
401,New_House,house,Regular
402,New_House,apartment,Regular
403,New_House,house,Regular
404,New_House,house,Regular
405,New_House,house,Regular
406,New_House,house,Regular
407,New_House,house,Regular
408,New_House,house,Regular
409,New_House,house,Regular
410,New_House,house,Regular
411,New_House,apartment,Regular
412,New_House,house,Regular
413,New_House,house,Regular
414,New_House,house,Regular
415,New_House,house,Regular
416,New_House,house,Regular
417,New_House,house,Good
418,New_House,house,Regular
419,New_House,house,Regular
420,New_House,apartment,Regular
421,New_House,house,Good
422,New_House,house,Regular
423,New_House,house,Regular
424,New_House,apartment,Regular
425,New_House,house,Good
426,New_House,house,Regular
427,New_House,house,Regular
428,New_House,house,Regular
429,New_House,house,Regular
430,New_House,house,Regular
431,New_House,house,Regular
432,New_House,house,Good
433,New_House,house,Regular
434,New_House,house,Regular
435,New_House,house,Regular
436,New_House,house,Regular
437,New_House,house,Regular
438,New_House,apartment,Regular
439,New_House,house,Regular
440,New_House,house,Good
441,New_House,house,Regular
442,New_House,apartment,Regular
443,New_House,house,Regular
444,New_House,house,Regular
445,New_House,house,Regular
446,New_House,house,Regular
447,New_House,house,Regular
448,New_House,house,Regular
449,New_House,house,Good
450,New_House,house,Regular
451,New_House,house,Regular
452,New_House,house,Regular
453,New_House,house,Regular
454,New_House,house,Regular
455,New_House,house,Regular
456,New_House,house,Regular
457,New_House,house,Regular
458,New_House,house,Good
459,New_House,house,Good
460,New_House,house,Regular
461,New_House,house,Regular
462,New_House,house,Regular
463,New_House,house,Regular
464,New_House,house,Regular
465,New_House,studio,Bad
466,New_House,house,Regular
467,New_House,house,Regular
468,New_House,house,Regular
469,New_House,house,Regular
470,New_House,apartment,Regular
471,New_House,house,Regular
472,New_House,house,Regular
473,New_House,house,Regular
474,New_House,house,Regular
475,New_House,house,Regular
476,New_House,house,Regular
477,New_House,house,Regular
478,New_House,apartment,Regular
479,New_House,house,Regular
480,New_House,house,Regular
481,New_House,house,Regular
482,New_House,house,Regular
483,New_House,house,Regular
484,New_House,house,Regular
485,New_House,house,Regular
486,New_House,house,Regular
487,New_House,apartment,Regular
488,New_House,house,Regular
489,New_House,house,Regular
490,New_House,house,Regular
491,New_House,house,Regular
492,New_House,house,Good
493,New_House,house,Regular
494,New_House,house,Regular
495,New_House,apartment,Regular
496,New_House,house,Regular
497,New_House,house,Regular
498,New_House,apartment,Regular
499,New_House,house,Regular
500,New_House,house,Regular
501,New_House,apartment,Regular
502,New_House,house,Regular
503,New_House,house,Regular
504,New_House,house,Regular
505,New_House,apartment,Regular
506,New_House,house,Regular
507,New_House,house,Regular
508,New_House,apartment,Regular
509,New_House,house,Regular
510,New_House,house,Regular
511,New_House,house,Regular
512,New_House,house,Regular
513,New_House,house,Regular
514,New_House,house,Good
515,New_House,apartment,Regular
516,New_House,house,Regular
517,New_House,house,Regular
518,New_House,house,Good
519,New_House,house,Regular
520,New_House,house,Good
521,New_House,apartment,Regular
522,New_House,house,Regular
523,New_House,house,Regular
524,New_House,apartment,Regular
525,New_House,apartment,Regular
526,New_House,house,Regular
527,New_House,house,Regular
528,New_House,house,Regular
529,New_House,house,Regular
530,New_House,house,Regular
531,New_House,apartment,Regular
532,New_House,house,Regular
533,New_House,house,Regular
534,New_House,house,Regular
535,New_House,house,Regular
536,New_House,house,Regular
537,New_House,apartment,Regular
538,New_House,house,Regular
539,New_House,house,Regular
540,New_House,house,Regular
541,New_House,house,Regular
542,New_House,house,Regular
543,New_House,house,Regular
544,New_House,house,Regular
545,New_House,house,Regular
546,New_House,house,Regular
547,New_House,apartment,Regular
548,New_House,house,Regular
549,New_House,apartment,Regular
550,New_House,house,Regular
551,New_House,house,Good
552,New_House,house,Regular
553,New_House,apartment,Regular
554,New_House,house,Good
555,New_House,house,Regular
556,New_House,house,Regular
557,New_House,house,Regular
558,New_House,house,Regular
559,New_House,house,Regular
560,New_House,house,Regular
561,New_House,house,Regular
562,New_House,house,Regular
563,New_House,house,Regular
564,New_House,house,Regular
565,New_House,house,Regular
566,New_House,house,Regular
567,New_House,house,Good
568,New_House,house,Regular
569,New_House,apartment,Regular
570,New_House,house,Regular
571,New_House,house,Regular
572,New_House,house,Regular
573,New_House,house,Good
574,New_House,house,Regular
575,New_House,apartment,Regular
576,New_House,house,Regular
577,New_House,house,Regular
578,New_House,house,Regular
579,New_House,house,Regular
580,New_House,house,Regular
581,New_House,house,Regular
582,New_House,apartment,Regular
583,New_House,house,Regular
584,New_House,house,Regular
585,New_House,house,Regular
586,New_House,house,Regular
587,New_House,house,Regular
588,New_House,house,Regular
589,New_House,house,Good
590,New_House,house,Regular
591,New_House,house,Regular
592,New_House,house,Regular
593,New_House,house,Regular
594,New_House,house,Regular
595,New_House,house,Regular
596,New_House,apartment,Regular
597,New_House,house,Regular
598,New_House,house,Regular
599,New_House,house,Regular
600,New_House,apartment,Regular
601,New_House,house,Regular
602,New_House,house,Regular
603,New_House,house,Regular
604,New_House,house,Regular
605,New_House,house,Good
606,New_House,apartment,Regular
607,New_House,apartment,Regular
608,New_House,house,Regular
609,New_House,house,Regular
610,New_House,apartment,Regular
611,New_House,house,Regular
612,New_House,house,Regular
613,New_House,house,Regular
614,New_House,house,Regular
615,New_House,house,Regular
616,New_House,house,Regular
617,New_House,house,Regular
618,New_House,house,Regular
619,New_House,house,Regular
620,New_House,house,Regular
621,New_House,house,Regular
622,New_House,house,Regular
623,New_House,apartment,Regular
624,New_House,house,Regular
625,New_House,house,Regular
626,New_House,house,Regular
627,New_House,house,Regular
628,New_House,house,Regular
629,New_House,house,Regular
630,New_House,house,Good
631,New_House,apartment,Regular
632,New_House,house,Good
633,New_House,house,Regular
634,New_House,apartment,Regular
635,New_House,house,Regular
636,New_House,house,Regular
637,New_House,house,Good
638,New_House,house,Regular
639,New_House,house,Good
640,New_House,apartment,Regular
641,New_House,house,Regular
642,New_House,house,Regular
643,New_House,house,Regular
644,New_House,house,Regular
645,New_House,house,Regular
646,New_House,house,Regular
647,New_House,house,Regular
648,New_House,studio,Regular
649,New_House,house,Regular
650,New_House,house,Regular
651,New_House,house,Regular
652,New_House,house,Regular
653,New_House,house,Regular
654,New_House,house,Regular
655,New_House,house,Regular
656,New_House,house,Regular
657,New_House,house,Regular
658,New_House,house,Regular
659,New_House,house,Regular
660,New_House,house,Regular
661,New_House,house,Regular
662,New_House,house,Regular
663,New_House,house,Regular
664,New_House,house,Regular
665,New_House,house,Regular
666,New_House,house,Regular
667,New_House,house,Regular
668,New_House,house,Regular
669,New_House,house,Good
670,New_House,house,Regular
671,New_House,house,Regular
672,New_House,house,Good
673,New_House,house,Regular
674,New_House,house,Regular
675,New_House,house,Regular
676,New_House,apartment,Regular
677,New_House,apartment,Regular
678,New_House,house,Regular
679,New_House,house,Regular
680,New_House,house,Regular
681,New_House,house,Regular
682,New_House,house,Regular
683,New_House,house,Regular
684,New_House,house,Regular
685,New_House,house,Regular
686,New_House,house,Regular
687,New_House,house,Regular
688,New_House,house,Regular
689,New_House,house,Regular
690,New_House,house,Regular
691,New_House,house,Good
692,New_House,house,Regular
693,New_House,apartment,Regular
694,New_House,house,Regular
695,New_House,house,Regular
696,New_House,house,Good
697,New_House,house,Regular
698,New_House,house,Regular
699,New_House,house,Regular
700,New_House,apartment,Regular
701,New_House,apartment,Regular
702,New_House,house,Bad
703,New_House,house,Regular
704,New_House,apartment,Regular
705,New_House,apartment,Regular
706,New_House,house,Regular
707,New_House,house,Regular
708,New_House,house,Good
709,New_House,house,Regular
710,New_House,house,Regular
711,New_House,house,Regular
712,New_House,house,Regular
713,New_House,house,Regular
714,New_House,house,Regular
715,New_House,house,Good
716,New_House,house,Good
717,New_House,house,Regular
718,New_House,house,Regular
719,New_House,house,Regular
720,New_House,house,Regular
721,New_House,apartment,Good
722,New_House,house,Regular
723,New_House,house,Regular
724,New_House,house,Regular
725,New_House,house,Good
726,New_House,apartment,Regular
727,New_House,apartment,Regular
728,New_House,house,Regular
729,New_House,house,Regular
730,New_House,house,Good
731,New_House,house,Regular
732,New_House,house,Regular
733,New_House,house,Regular
734,New_House,house,Regular
735,New_House,house,Regular
736,New_House,house,Regular
737,New_House,house,Regular
738,New_House,house,Regular
739,New_House,house,Regular
740,New_House,house,Regular
741,New_House,apartment,Regular
742,New_House,house,Regular
743,New_House,house,Regular
744,New_House,house,Regular
745,New_House,house,Regular
746,New_House,house,Regular
747,New_House,house,Regular
748,New_House,house,Regular
749,New_House,house,Regular
750,New_House,house,Regular
751,New_House,house,Good
752,New_House,house,Good
753,New_House,apartment,Regular
754,New_House,house,Good
755,New_House,house,Regular
756,New_House,house,Regular
757,New_House,apartment,Regular
758,New_House,house,Regular
759,New_House,house,Regular
760,New_House,house,Regular
761,New_House,house,Regular
762,New_House,house,Regular
763,New_House,house,Regular
764,New_House,house,Good
765,New_House,house,Regular
766,New_House,house,Regular
767,New_House,house,Good
768,New_House,house,Good
769,New_House,house,Regular
770,New_House,house,Regular
771,New_House,house,Regular
772,New_House,house,Regular
773,New_House,apartment,Regular
774,New_House,house,Regular
775,New_House,house,Regular
776,New_House,house,Regular
777,New_House,house,Regular
778,New_House,house,Regular
779,New_House,house,Good
780,New_House,house,Good
781,New_House,house,Good
782,New_House,house,Regular
783,New_House,house,Regular
784,New_House,house,Regular
785,New_House,house,Regular
786,New_House,apartment,Regular
787,New_House,house,Regular
788,New_House,house,Regular
789,New_House,house,Regular
790,New_House,house,Regular
791,New_House,house,Regular
792,New_House,house,Regular
793,New_House,house,Regular
794,New_House,apartment,Regular
795,New_House,house,Regular
796,New_House,house,Regular
797,New_House,house,Good
798,New_House,house,Regular
799,New_House,house,Regular
800,New_House,house,Regular
801,New_House,house,Good
802,New_House,house,Regular
803,New_House,house,Regular
804,New_House,house,Regular
805,New_House,house,Regular
806,New_House,house,Regular
807,New_House,house,Good
808,New_House,house,Regular
809,New_House,house,Regular
810,New_House,house,Regular
811,New_House,apartment,Regular
812,New_House,house,Regular
813,New_House,house,Regular
814,New_House,house,Regular
815,New_House,house,Regular
816,New_House,house,Regular
817,New_House,apartment,Regular
818,New_House,house,Regular
819,New_House,house,Regular
820,New_House,house,Regular
821,New_House,house,Regular
822,New_House,house,Good
823,New_House,house,Regular
824,New_House,house,Regular
825,New_House,house,Regular
826,New_House,house,Good
827,New_House,house,Regular
828,New_House,house,Regular
829,New_House,house,Regular
830,New_House,house,Regular
831,New_House,house,Regular
832,New_House,house,Regular
833,New_House,house,Regular
834,New_House,house,Regular
835,New_House,house,Regular
836,New_House,apartment,Regular
837,New_House,apartment,Regular
838,New_House,house,Regular
839,New_House,house,Regular
840,New_House,house,Regular
841,New_House,house,Regular
842,New_House,house,Regular
843,New_House,house,Regular
844,New_House,house,Regular
845,New_House,house,Regular
846,New_House,house,Regular
847,New_House,house,Regular
848,New_House,house,Regular
849,New_House,house,Regular
850,New_House,house,Regular
851,New_House,house,Regular
852,New_House,house,Regular
853,New_House,house,Regular
854,New_House,house,Regular
855,New_House,house,Regular
856,New_House,house,Regular
857,New_House,house,Regular
858,New_House,house,Good
859,New_House,house,Regular
860,New_House,studio,Regular
861,New_House,house,Regular
862,New_House,house,Regular
863,New_House,house,Regular
864,New_House,house,Regular
865,New_House,house,Regular
866,New_House,house,Regular
867,New_House,house,Regular
868,New_House,apartment,Regular
869,New_House,house,Regular
870,New_House,house,Regular
871,New_House,house,Regular
872,New_House,house,Good
873,New_House,house,Regular
874,New_House,house,Regular
875,New_House,NA,Regular
876,New_House,house,Regular
877,New_House,house,Regular
878,New_House,house,Regular
879,New_House,house,Regular
880,New_House,house,Regular
881,New_House,house,Bad
882,New_House,house,Regular
883,New_House,house,Good
884,New_House,house,Good
885,New_House,house,Regular
886,New_House,house,Regular
887,New_House,apartment,Regular
888,New_House,house,Regular
889,New_House,house,Regular
890,New_House,house,Regular
891,New_House,house,Regular
892,New_House,house,Regular
893,New_House,apartment,Regular
894,New_House,house,Regular
895,New_House,house,Regular
896,New_House,house,Regular
897,New_House,house,Regular
898,New_House,house,Regular
899,New_House,house,Regular
900,New_House,house,Regular
901,New_House,house,Regular
902,New_House,house,Regular
903,New_House,studio,Regular
904,New_House,house,Regular
905,New_House,house,Good
906,New_House,house,Regular
907,New_House,house,Good
908,New_House,house,Good
909,New_House,house,Regular
910,New_House,house,Regular
911,New_House,house,Regular
912,New_House,house,Regular
913,New_House,house,Regular
914,New_House,house,Regular
915,New_House,house,Regular
916,New_House,house,Regular
917,New_House,house,Regular
918,New_House,apartment,Regular
919,New_House,house,Good
920,New_House,house,Regular
921,New_House,house,Regular
922,New_House,house,Regular
923,New_House,house,Regular
924,New_House,house,Regular
925,New_House,house,Regular
926,New_House,house,Regular
927,New_House,house,Regular
928,New_House,apartment,Regular
929,New_House,house,Regular
930,New_House,house,Regular
931,New_House,house,Regular
932,New_House,house,Regular
933,New_House,house,Regular
934,New_House,house,Good
935,New_House,house,Regular
936,New_House,house,Regular
937,New_House,apartment,Regular
938,New_House,house,Regular
939,New_House,house,Regular
940,New_House,house,Regular
941,New_House,apartment,Regular
942,New_House,house,Good
943,New_House,house,Regular
944,New_House,house,Good
945,New_House,house,Regular
946,New_House,house,Regular
947,New_House,house,Regular
948,New_House,house,Regular
949,New_House,house,Regular
950,New_House,house,Regular
951,New_House,house,Regular
952,New_House,house,Regular
953,New_House,house,Regular
954,New_House,house,Regular
955,New_House,house,Regular
956,New_House,house,Regular
957,New_House,house,Regular
958,New_House,house,Good
959,New_House,house,Regular
960,New_House,house,Good
961,New_House,house,Regular
962,New_House,apartment,Regular
963,New_House,house,Good
964,New_House,house,Regular
965,New_House,house,Regular
966,New_House,house,Regular
967,New_House,house,Regular
968,New_House,house,Regular
969,New_House,house,Regular
970,New_House,house,Regular
971,New_House,house,Regular
972,New_House,house,Regular
973,New_House,house,Regular
974,New_House,house,Regular
975,New_House,house,Regular
976,New_House,house,Regular
977,New_House,house,Regular
978,New_House,house,Regular
979,New_House,house,Regular
980,New_House,house,Regular
981,New_House,house,Regular
982,New_House,apartment,Regular
983,New_House,apartment,Regular
984,New_House,apartment,Regular
985,New_House,house,Regular
986,New_House,house,Regular
987,New_House,house,Regular
988,New_House,house,Regular
989,New_House,house,Regular
990,New_House,house,Regular
991,New_House,house,Regular
992,New_House,house,Regular
993,New_House,house,Regular
994,New_House,apartment,Regular
995,New_House,house,Regular
996,New_House,apartment,Regular
997,New_House,apartment,Regular
998,New_House,apartment,Regular
999,New_House,house,Regular
1000,New_House,house,Regular
1001,New_House,house,Regular
1002,New_House,house,Regular
1003,New_House,house,Regular
1004,New_House,house,Regular
1005,New_House,house,Regular
1006,New_House,house,Regular
1007,New_House,house,Regular
1008,New_House,house,Regular
1009,New_House,apartment,Regular
1010,New_House,house,Good
1011,New_House,house,Regular
1012,New_House,house,Regular
1013,New_House,house,Regular
1014,New_House,apartment,Regular
1015,New_House,house,Regular
1016,New_House,house,Regular
1017,New_House,house,Regular
1018,New_House,house,Good
1019,New_House,house,Regular
1020,New_House,house,Regular
1021,New_House,house,Regular
1022,New_House,house,Regular
1023,New_House,house,Regular
1024,New_House,house,Good
1025,New_House,house,Regular
1026,New_House,apartment,Bad
1027,New_House,house,Regular
1028,New_House,house,Regular
1029,New_House,apartment,Regular
1030,New_House,house,Regular
1031,New_House,house,Regular
1032,New_House,apartment,Regular
1033,New_House,house,Good
1034,New_House,house,Regular
1035,New_House,house,Regular
1036,New_House,house,Regular
1037,New_House,house,Regular
1038,New_House,house,Regular
1039,New_House,house,Regular
1040,New_House,apartment,Regular
1041,New_House,house,Regular
1042,New_House,house,Regular
1043,New_House,apartment,Regular
1044,New_House,house,Regular
1045,New_House,house,Regular
1046,New_House,house,Regular
1047,New_House,apartment,Regular
1048,New_House,house,Regular
1049,New_House,house,Regular
1050,New_House,house,Regular
1051,New_House,house,Regular
1052,New_House,house,Regular
1053,New_House,house,Regular
1054,New_House,house,Regular
1055,New_House,house,Regular
1056,New_House,house,Regular
1057,New_House,house,Regular
1058,New_House,house,Regular
1059,New_House,house,Regular
1060,New_House,apartment,Regular
1061,New_House,house,Regular
1062,New_House,house,Regular
1063,New_House,house,Regular
1064,New_House,house,Regular
1065,New_House,house,Regular
1066,New_House,studio,Regular
1067,New_House,house,Regular
1068,New_House,house,Regular
1069,New_House,apartment,Regular
1070,New_House,house,Regular
1071,New_House,house,Regular
1072,New_House,house,Regular
1073,New_House,house,Regular
1074,New_House,apartment,Regular
1075,New_House,house,Regular
1076,New_House,house,Good
1077,New_House,apartment,Regular
1078,New_House,house,Regular
1079,New_House,house,Regular
1080,New_House,house,Regular
1081,New_House,apartment,Regular
1082,New_House,house,Regular
1083,New_House,house,Regular
1084,New_House,house,Regular
1085,New_House,house,Good
1086,New_House,house,Good
1087,New_House,house,Regular
1088,New_House,house,Regular
1089,New_House,house,Regular
1090,New_House,house,Regular
1091,New_House,house,Regular
1092,New_House,house,Regular
1093,New_House,house,Regular
1094,New_House,house,Regular
1095,New_House,house,Regular
1096,New_House,house,Regular
1097,New_House,apartment,Regular
1098,New_House,apartment,Regular
1099,New_House,apartment,Regular
1100,New_House,house,Regular
1101,New_House,house,Regular
1102,New_House,apartment,Regular
1103,New_House,house,Regular
1104,New_House,house,Regular
1105,New_House,house,Regular
1106,New_House,house,Regular
1107,New_House,apartment,Regular
1108,New_House,house,Regular
1109,New_House,house,Regular
1110,New_House,house,Regular
1111,New_House,apartment,Regular
1112,New_House,house,Regular
1113,New_House,house,Good
1114,New_House,house,Regular
1115,New_House,house,Regular
1116,New_House,apartment,Regular
1117,New_House,house,Regular
1118,New_House,house,Regular
1119,New_House,house,Regular
1120,New_House,house,Regular
1121,New_House,house,Regular
1122,New_House,house,Regular
1123,New_House,house,Regular
1124,New_House,house,Regular
1125,New_House,house,Regular
1126,New_House,house,Regular
1127,New_House,apartment,Regular
1128,New_House,house,Regular
1129,New_House,house,Regular
1130,New_House,house,Regular
1131,New_House,house,Regular
1132,New_House,house,Regular
1133,New_House,house,Regular
1134,New_House,house,Regular
1135,New_House,house,Regular
1136,New_House,house,Regular
1137,New_House,house,Good
