id,date,bedrooms,sqft_lot,price,level
3298701025,2015-04-27,2,5217,135000.0,High Standard
5560000650,2014-12-02,3,8450,135000.0,High Standard
1951600250,2015-04-06,3,9600,135000.0,High Standard
2586800140,2014-11-18,2,7609,135000.0,High Standard
3352400661,2014-11-10,2,3800,135900.0,High Standard
8945100320,2014-05-06,3,8580,136500.0,High Standard
7140600225,2015-02-17,3,10125,137000.0,High Standard
7972604345,2014-05-19,3,7620,137000.0,High Standard
2323059074,2014-07-09,3,27442,137124.0,High Standard
9368700270,2015-04-01,3,5082,137900.0,High Standard
7227500910,2014-06-24,2,5280,139000.0,High Standard
3751600025,2014-05-14,3,17334,139000.0,High Standard
3512100050,2015-02-24,4,10648,139000.0,High Standard
5466310060,2015-03-24,2,1561,139500.0,High Standard
9543000205,2015-04-13,0,4269,139950.0,High Standard
7468900270,2014-07-29,3,10114,140000.0,High Standard
7888000390,2014-06-27,3,7473,140000.0,High Standard
1922059010,2015-01-21,2,6052,140000.0,High Standard
7399100210,2014-11-26,3,2002,140000.0,High Standard
7875200005,2015-01-15,3,10560,140000.0,High Standard
7686203275,2015-02-27,3,8000,140000.0,High Standard
3340401535,2014-11-05,1,6890,140000.0,High Standard
1951500030,2015-02-04,3,10620,140000.0,High Standard
7614100080,2015-02-11,3,8991,140000.0,High Standard
4006000401,2014-08-11,2,6400,140000.0,High Standard
7227500865,2014-05-19,2,4743,141800.0,High Standard
3980300371,2014-09-26,0,20875,142000.0,High Standard
1735800050,2015-04-09,1,6825,142500.0,High Standard
4330600360,2014-06-17,4,13300,142500.0,High Standard
4239400960,2014-12-12,3,3315,143000.0,High Standard
6197200021,2014-11-06,3,6800,144000.0,High Standard
1432400345,2015-04-21,3,8314,144000.0,High Standard
7686205020,2015-03-12,2,7500,144975.0,High Standard
745000005,2014-08-25,1,9750,145000.0,High Standard
2870000040,2014-11-10,2,8125,145000.0,High Standard
6099400053,2014-05-29,3,5490,145000.0,High Standard
1922059278,2014-10-14,3,11880,145000.0,High Standard
1432400490,2015-04-01,3,7560,145600.0,High Standard
9320900610,2014-12-31,3,4770,146000.0,High Standard
111000190,2015-02-09,2,9750,146000.0,High Standard
3977630130,2015-03-25,3,9668,146300.0,High Standard
3306200230,2015-03-03,3,9606,147000.0,High Standard
3347400525,2014-12-16,3,14000,147000.0,High Standard
422049178,2015-02-12,3,9600,147200.0,High Standard
1823049182,2014-09-15,3,9225,147400.0,High Standard
8802400416,2015-02-13,3,8498,147500.0,High Standard
7138000170,2015-01-02,3,10125,147500.0,High Standard
1865800250,2014-12-04,3,6552,147500.0,High Standard
2114700615,2014-07-08,2,4200,148000.0,High Standard
123039336,2014-06-11,1,8261,148000.0,High Standard
1682000350,2014-07-08,3,7360,148226.0,High Standard
2891000610,2014-12-11,4,6000,148900.0,High Standard
723049156,2014-05-23,3,8645,149000.0,High Standard
4239400920,2014-09-22,3,2800,149000.0,High Standard
9536601996,2014-06-10,3,9450,149500.0,High Standard
3530530110,2015-02-17,2,1950,149900.0,High Standard
8651430370,2015-04-25,3,5200,150000.0,High Standard
522069097,2014-11-25,2,212137,150000.0,High Standard
2788400020,2014-07-10,3,9527,150000.0,High Standard
5126900310,2015-03-25,2,7200,150000.0,High Standard
2113701095,2014-07-17,2,4045,150000.0,High Standard
1437500015,2014-07-09,3,38500,150000.0,High Standard
8698600395,2015-03-24,2,5208,150000.0,High Standard
4058802105,2014-09-04,3,6776,150000.0,High Standard
1843200350,2014-07-22,2,1934,150000.0,High Standard
6031400013,2014-06-16,3,8056,150000.0,High Standard
3395800455,2014-06-25,2,8100,150000.0,High Standard
5126900100,2014-09-23,2,7275,150000.0,High Standard
2976800749,2014-10-31,4,7254,150000.0,High Standard
5062300280,2015-04-16,3,6488,150000.0,High Standard
7200179,2014-10-16,2,12750,150000.0,High Standard
425000230,2014-12-30,2,5700,150000.0,High Standard
3089000005,2014-07-24,2,54000,150000.0,High Standard
7888000400,2014-06-03,3,8220,150000.0,High Standard
7116000425,2014-11-25,2,4120,150000.0,High Standard
4031000250,2014-06-26,3,9612,150000.0,High Standard
3426079024,2014-05-21,3,25000,150000.0,High Standard
4302201045,2014-05-28,3,7680,150000.0,High Standard
1723049567,2014-07-30,3,24684,150000.0,High Standard
2873000260,2015-03-05,3,7210,150000.0,High Standard
523049195,2014-05-22,2,10270,150000.0,High Standard
8864000250,2014-08-27,4,6061,150550.0,High Standard
2114700090,2015-03-01,2,5040,151000.0,High Standard
7227500830,2014-05-28,2,4222,151000.0,High Standard
7520000695,2014-11-04,3,4495,151100.0,High Standard
3423059081,2014-10-09,2,16988,151600.0,High Standard
1822059057,2014-07-25,2,13500,152000.0,High Standard
5147600095,2015-01-21,3,7754,152000.0,High Standard
1113000430,2014-07-29,3,10464,152000.0,High Standard
8651442810,2014-07-10,3,4875,152000.0,High Standard
4239400730,2014-06-25,3,3264,152000.0,High Standard
3163600076,2014-07-30,1,6871,152275.0,High Standard
4239400840,2014-10-29,3,3523,152500.0,High Standard
4222310010,2014-12-26,4,7350,152500.0,High Standard
2420069017,2015-03-24,1,4368,152900.0,High Standard
7812801115,2014-06-13,3,6405,153000.0,High Standard
4337600005,2015-02-03,2,9000,153000.0,High Standard
4168000060,2015-02-26,3,10500,153000.0,High Standard
7568700480,2015-03-23,2,10152,153000.0,High Standard
4356200210,2015-03-18,3,4810,153500.0,High Standard
818500490,2014-10-09,2,3649,153503.0,High Standard
4045500130,2014-09-09,2,20524,154000.0,High Standard
3356403304,2014-10-16,3,9997,154000.0,High Standard
7973202225,2015-01-06,4,8640,154200.0,High Standard
4383500030,2014-09-24,3,9465,154500.0,High Standard
3802000020,2014-07-09,4,10183,154950.0,High Standard
418000310,2014-05-14,2,5200,155000.0,High Standard
7883603425,2014-05-29,3,6250,155000.0,High Standard
2329700440,2014-10-27,3,8400,155000.0,High Standard
7883607645,2014-06-02,1,6000,155000.0,High Standard
4006000307,2014-09-16,2,4755,155000.0,High Standard
2626119062,2014-11-12,3,6098,155000.0,High Standard
1437500035,2014-10-10,2,43056,155000.0,High Standard
1443500385,2014-05-13,2,6232,155000.0,High Standard
7116500705,2015-01-29,2,5889,156000.0,High Standard
3674400035,2014-05-12,3,8580,156000.0,High Standard
5379804730,2014-07-18,3,9750,156000.0,High Standard
8655900162,2015-02-19,1,15000,156000.0,High Standard
3163600015,2015-01-28,2,4000,156000.0,High Standard
3812400202,2014-11-14,2,6138,156000.0,High Standard
2538800030,2015-02-17,2,9750,156601.0,High Standard
922049078,2014-11-18,1,26326,157000.0,High Standard
937000330,2014-12-24,3,11530,157000.0,High Standard
795000620,2015-03-11,3,6250,157000.0,High Standard
3422059085,2015-03-24,2,23000,157340.0,High Standard
7883600700,2015-01-22,2,4500,157500.0,High Standard
1123049027,2015-03-19,3,27008,157500.0,High Standard
522059327,2014-05-28,2,9003,157500.0,High Standard
2329600040,2014-11-18,3,8925,158000.0,High Standard
7129300595,2015-05-06,3,6090,158000.0,High Standard
6083000123,2015-05-04,3,10477,158000.0,High Standard
7697870600,2014-09-09,3,7200,158000.0,High Standard
8857600780,2014-10-03,5,8100,158550.0,High Standard
2641800015,2014-11-24,3,8291,158800.0,High Standard
1823059030,2014-08-18,3,6534,159000.0,High Standard
3356403400,2014-07-24,3,20000,159000.0,High Standard
7812800515,2014-10-25,4,6200,159075.0,High Standard
7812800855,2015-03-11,2,7095,159100.0,High Standard
8581400450,2014-10-28,2,5026,159995.0,High Standard
1099600620,2015-03-26,3,6497,160000.0,High Standard
2599700040,2014-12-30,4,7350,160000.0,High Standard
8945300290,2015-02-26,3,8976,160000.0,High Standard
7135300026,2014-12-24,2,4750,160000.0,High Standard
7338000150,2015-01-29,2,4200,160000.0,High Standard
3298700820,2014-10-24,3,5355,160000.0,High Standard
2019200220,2014-09-23,3,8682,160000.0,High Standard
2172000750,2014-05-27,2,9350,160000.0,High Standard
7888100090,2014-09-25,4,7298,160000.0,High Standard
9265410090,2014-10-08,3,8006,160000.0,High Standard
3812400657,2014-12-04,3,8360,160000.0,High Standard
1311400120,2014-08-01,3,7392,160000.0,High Standard
6146600185,2014-05-07,2,13100,160000.0,High Standard
1871400585,2015-04-22,2,13647,160000.0,High Standard
423049067,2015-02-05,2,7742,160000.0,High Standard
3336001316,2014-11-06,2,4500,160000.0,High Standard
5029451010,2014-07-11,3,7000,160000.0,High Standard
2005600090,2014-05-14,3,11900,160000.0,High Standard
522039106,2014-06-06,3,103237,160000.0,High Standard
1202000140,2014-12-10,3,8000,160000.0,High Standard
9133600135,2015-02-11,4,14722,160000.0,High Standard
2626119028,2015-03-23,3,3240,160000.0,High Standard
2008200060,2014-06-24,3,9600,160000.0,High Standard
5466300130,2014-09-17,2,2258,160000.0,High Standard
4140900270,2015-04-27,2,23030,160000.0,High Standard
8649400790,2015-01-13,3,18552,160000.0,High Standard
4435000705,2014-07-08,3,8700,160000.0,High Standard
3384300100,2014-12-26,3,10116,160134.0,High Standard
6056100150,2014-06-23,3,2356,160797.0,High Standard
1523049207,2014-08-05,4,8043,161000.0,High Standard
3021059155,2014-12-12,3,6000,161500.0,High Standard
1099760470,2014-06-04,4,7200,161700.0,High Standard
7227801955,2014-09-19,4,7641,162000.0,High Standard
9211500730,2015-02-18,3,6750,162000.0,High Standard
6151800612,2015-01-07,4,16638,162000.0,High Standard
5126900200,2015-04-29,2,8960,162248.0,High Standard
2690600005,2014-10-01,2,6141,162500.0,High Standard
1311800130,2015-01-23,3,7417,162500.0,High Standard
3530420020,2014-07-11,2,2784,162950.0,High Standard
2724201202,2015-03-04,2,7543,163000.0,High Standard
6147600040,2015-02-24,3,4811,163000.0,High Standard
1443501020,2014-11-13,2,8150,163250.0,High Standard
7468900235,2014-10-22,3,7200,163500.0,High Standard
6661200320,2014-07-23,2,3419,163500.0,High Standard
2724049222,2014-08-02,2,1092,163800.0,High Standard
2599000370,2014-11-03,3,8250,164000.0,High Standard
8651442440,2014-10-23,4,4875,164000.0,High Standard
5476200160,2014-07-25,3,5411,164808.0,High Standard
1219000473,2014-06-26,3,15330,164950.0,High Standard
3333002450,2014-07-08,1,8050,165000.0,High Standard
1432400120,2014-11-11,3,7690,165000.0,High Standard
7211401610,2014-08-20,3,5000,165000.0,High Standard
3969300030,2014-07-23,4,7134,165000.0,High Standard
3004800175,2015-04-16,3,5156,165000.0,High Standard
123039279,2014-07-11,2,7768,165000.0,High Standard
7149410060,2014-08-20,3,7200,165000.0,High Standard
3365901435,2014-06-23,3,13100,165000.0,High Standard
2698200010,2015-05-13,3,7334,165000.0,High Standard
425200205,2014-10-03,3,10152,165000.0,High Standard
3751604895,2014-06-05,3,19200,165000.0,High Standard
5466310730,2014-08-22,3,2415,165000.0,High Standard
7657000540,2014-09-02,4,7980,165000.0,High Standard
3438503045,2015-01-20,2,6380,165000.0,High Standard
2822049210,2014-08-25,3,22764,165000.0,High Standard
4435600330,2014-07-26,3,8700,165000.0,High Standard
9189700255,2015-01-05,3,7503,165000.0,High Standard
7696600240,2014-10-23,3,7742,165000.0,High Standard
1446400725,2014-06-10,3,6600,165000.0,High Standard
2320069248,2014-07-01,3,8514,165050.0,High Standard
7812800681,2015-01-02,2,8487,166000.0,High Standard
3751600146,2014-10-23,1,17332,166000.0,High Standard
6082400083,2015-04-30,3,11675,166000.0,High Standard
1865820370,2014-11-13,3,8690,166600.0,High Standard
1432600560,2014-11-05,3,8820,166950.0,High Standard
4331000265,2014-09-26,3,7456,167000.0,High Standard
8649401270,2015-04-30,1,10235,167000.0,High Standard
7338000730,2014-07-28,3,5547,167000.0,High Standard
3332000195,2014-09-24,3,3090,167500.0,High Standard
3830210020,2014-07-29,3,7210,168000.0,High Standard
880000005,2014-05-22,2,2174,168000.0,High Standard
2892700041,2014-07-14,3,7439,168000.0,High Standard
3530430155,2014-05-30,2,3568,168000.0,High Standard
8856004415,2015-03-25,3,8000,168000.0,High Standard
8092000330,2014-05-28,3,10125,168500.0,High Standard
923049110,2015-01-29,2,7742,168500.0,High Standard
121039038,2014-08-19,3,18459,169000.0,High Standard
6669020290,2014-10-23,3,9775,169000.0,High Standard
5556900080,2014-09-26,3,7686,169000.0,High Standard
3701900085,2014-08-05,3,6450,169000.0,High Standard
3352402195,2014-07-16,3,7110,169000.0,High Standard
302000375,2014-08-14,3,18304,169100.0,High Standard
5016003230,2015-02-18,2,4000,169317.0,High Standard
7956200220,2014-08-11,3,10023,169500.0,High Standard
5126900405,2014-07-31,2,7450,169500.0,High Standard
7983000200,2014-10-05,3,8284,169575.0,High Standard
8005100360,2014-09-16,3,5800,169900.0,High Standard
3384300160,2014-09-16,3,9832,169950.0,High Standard
5560000480,2014-09-08,3,8470,169950.0,High Standard
3365900465,2015-02-19,3,10176,170000.0,High Standard
226109056,2015-03-26,1,5600,170000.0,High Standard
5083000375,2014-10-27,3,9529,170000.0,High Standard
5379802090,2014-07-14,3,7015,170000.0,High Standard
7686202065,2014-07-23,4,7500,170000.0,High Standard
7466900220,2014-12-12,2,11400,170000.0,High Standard
3445000274,2015-05-13,3,8710,170000.0,High Standard
1788700070,2014-06-27,2,8424,170000.0,High Standard
6303400290,2015-01-26,2,8636,170000.0,High Standard
40000471,2014-06-04,2,18540,170000.0,High Standard
7812800865,2014-11-19,2,9882,170000.0,High Standard
4463400195,2014-07-18,2,21750,170000.0,High Standard
2123049498,2015-01-20,3,10780,170000.0,High Standard
1796100140,2014-07-15,3,81549,170000.0,High Standard
5379804470,2014-06-17,4,13787,170000.0,High Standard
7812800155,2015-03-18,3,6750,170000.0,High Standard
87000245,2014-09-30,3,42180,170000.0,High Standard
8148600020,2014-09-26,2,6537,170000.0,High Standard
203101370,2014-06-30,2,24792,170000.0,High Standard
7849202585,2014-09-04,1,4560,170000.0,High Standard
6874200960,2015-02-27,2,5265,170000.0,High Standard
1446403145,2015-01-22,2,9900,170000.0,High Standard
9352900695,2014-09-22,3,5670,170000.0,High Standard
8898700820,2014-07-07,2,7700,170500.0,High Standard
8643200060,2014-09-23,3,13939,170500.0,High Standard
42000245,2014-06-13,4,19672,171000.0,High Standard
3353402390,2015-05-01,3,6480,171500.0,High Standard
3454800060,2015-01-08,4,9600,171800.0,High Standard
3584000400,2014-12-11,3,10260,172000.0,High Standard
2113700825,2014-07-31,3,4700,172000.0,High Standard
1788700295,2015-03-11,3,9680,172000.0,High Standard
3831200200,2015-04-20,3,7134,172040.0,High Standard
8945100530,2015-03-13,3,8378,172380.0,High Standard
7229700105,2015-04-24,2,20685,172500.0,High Standard
3750604417,2014-05-26,3,8800,172500.0,High Standard
7686203180,2014-08-12,3,7500,172500.0,High Standard
7148200040,2015-02-10,4,8460,173000.0,High Standard
522059013,2014-06-12,2,10450,173000.0,High Standard
3826000560,2014-10-02,2,8100,173000.0,High Standard
6404600006,2014-08-20,3,9097,173250.0,High Standard
7348200195,2014-12-09,3,12696,173250.0,High Standard
3353400120,2014-07-01,2,13531,174000.0,High Standard
179000100,2014-08-26,2,4854,174000.0,High Standard
818500100,2014-06-03,2,2689,174500.0,High Standard
2946003415,2014-05-16,2,5200,174500.0,High Standard
7883606725,2014-11-11,3,6000,174900.0,High Standard
3603000410,2014-12-08,2,6000,174950.0,High Standard
8651441750,2014-05-15,3,5200,174950.0,High Standard
8858100020,2015-03-16,3,8415,175000.0,High Standard
402000110,2014-10-17,2,5508,175000.0,High Standard
2973800030,2014-07-21,3,6600,175000.0,High Standard
7891600260,2014-06-18,2,5000,175000.0,High Standard
1432400095,2014-11-06,3,7572,175000.0,High Standard
5132000140,2014-06-18,6,5080,175000.0,High Standard
2337300370,2015-02-06,3,8395,175000.0,High Standard
5272200005,2015-02-18,2,6911,175000.0,High Standard
6661200050,2014-05-28,2,2699,175000.0,High Standard
4131500140,2015-02-12,5,8400,175000.0,High Standard
6143000020,2014-10-27,3,17003,175000.0,High Standard
1446401190,2015-03-17,2,6600,175000.0,High Standard
9564800145,2014-05-06,3,7034,175000.0,High Standard
835000055,2014-06-20,2,5130,175000.0,High Standard
2613200025,2015-03-13,2,28270,175000.0,High Standard
7200179,2015-04-24,2,12750,175000.0,High Standard
2724049185,2015-03-25,3,4920,175000.0,High Standard
2420069242,2014-09-25,2,3434,175000.0,High Standard
1610000016,2014-09-11,4,6030,175000.0,High Standard
3876500290,2015-03-05,3,6164,175000.0,High Standard
9407110700,2015-01-13,3,9775,175000.0,High Standard
2460600040,2014-06-16,3,7300,175000.0,High Standard
303000445,2014-05-23,2,44431,175000.0,High Standard
7349800780,2014-08-05,2,9800,175000.0,High Standard
3601200017,2014-07-02,4,6000,175000.0,High Standard
9183700845,2014-12-18,2,7150,175000.0,High Standard
6911700066,2014-06-04,2,2378,175000.0,High Standard
4012800050,2014-05-21,3,13056,175000.0,High Standard
5269200050,2015-03-05,2,8174,175000.0,High Standard
1823049202,2014-06-10,6,8400,175000.0,High Standard
1922059298,2015-04-14,3,11880,175000.0,High Standard
1022049182,2015-04-28,1,8685,175000.0,High Standard
4202400078,2015-01-28,2,7000,175000.0,High Standard
6052400575,2014-05-14,2,8925,175000.0,High Standard
2621600015,2015-04-30,3,8924,175000.0,High Standard
796000085,2014-09-23,4,6250,175000.0,High Standard
6056100165,2014-12-01,3,1882,175003.0,High Standard
8651402660,2014-10-08,4,5530,175409.0,High Standard
3530500010,2014-09-30,2,2332,176000.0,High Standard
8651402910,2014-08-06,2,5200,176000.0,High Standard
7428000120,2014-12-10,3,5449,176000.0,High Standard
4123800320,2015-02-06,3,5434,176000.0,High Standard
7335400400,2015-04-10,4,6702,176250.0,High Standard
3828000405,2015-01-16,3,9900,176500.0,High Standard
5412310170,2014-06-19,3,8079,177000.0,High Standard
8651430870,2015-03-03,3,5200,177000.0,High Standard
4202400135,2014-06-26,3,6000,177500.0,High Standard
1330280100,2014-08-01,3,5734,178000.0,High Standard
4312700340,2015-03-18,4,11163,178000.0,High Standard
3800008,2015-02-24,5,18200,178000.0,High Standard
8651430780,2014-07-15,3,6500,178000.0,High Standard
3530490160,2014-08-21,2,3447,178500.0,High Standard
2730000270,2015-02-12,3,10511,178500.0,High Standard
8857600220,2014-10-23,3,8470,178500.0,High Standard
9407102460,2015-03-23,3,10450,178500.0,High Standard
5147600105,2014-07-21,2,6460,178500.0,High Standard
8651400680,2014-08-13,3,5200,179000.0,High Standard
5379805495,2015-04-13,2,8914,179000.0,High Standard
3388110230,2014-07-29,4,7175,179000.0,High Standard
421049254,2014-10-02,2,8760,179000.0,High Standard
3204500340,2014-12-19,3,32214,179500.0,High Standard
1450000210,2015-01-28,3,8100,179500.0,High Standard
6600410480,2014-08-28,3,9920,179900.0,High Standard
3356402232,2014-09-24,3,12000,179900.0,High Standard
133000070,2014-09-16,2,6400,179900.0,High Standard
3518000180,2014-11-20,2,7323,179950.0,High Standard
8651401960,2015-04-13,4,5200,179950.0,High Standard
8651410190,2014-11-12,3,4875,179950.0,High Standard
7683800192,2014-11-07,3,10125,179950.0,High Standard
1003400245,2014-12-01,3,9907,179950.0,High Standard
1788300010,2014-12-11,2,9000,179950.0,High Standard
1604601155,2014-12-08,3,3540,180000.0,High Standard
1423200110,2015-05-13,2,9450,180000.0,High Standard
3356407665,2014-09-24,3,16000,180000.0,High Standard
3331001285,2015-01-08,3,5500,180000.0,High Standard
2560801222,2014-06-18,3,6350,180000.0,High Standard
2225079030,2014-12-12,2,87991,180000.0,High Standard
6623400050,2014-09-09,4,18581,180000.0,High Standard
1951100100,2014-11-13,3,11055,180000.0,High Standard
3298701070,2015-02-25,3,6771,180000.0,High Standard
8945200860,2014-12-11,3,8960,180000.0,High Standard
8651430560,2014-05-22,3,5330,180000.0,High Standard
1551500130,2014-05-22,4,7292,180000.0,High Standard
8651411070,2014-09-25,3,4875,180000.0,High Standard
623049094,2014-05-16,3,18513,180000.0,High Standard
425000065,2014-10-21,2,5695,180000.0,High Standard
2085200545,2014-08-21,3,5700,180000.0,High Standard
423059184,2014-12-01,3,9583,180000.0,High Standard
3915500045,2014-11-14,3,8581,180000.0,High Standard
3185600040,2014-05-22,2,4500,180000.0,High Standard
8151601190,2014-12-03,5,11726,180000.0,High Standard
6163900073,2014-09-05,2,9370,180000.0,High Standard
3192000085,2014-08-07,3,10215,180000.0,High Standard
7575500040,2014-12-12,3,8863,180000.0,High Standard
1180002580,2015-03-19,2,6000,180000.0,High Standard
5631500400,2015-02-25,2,10000,180000.0,High Standard
5198600010,2014-08-19,3,7056,180000.0,High Standard
1951600150,2015-04-08,3,8500,180000.0,High Standard
1222000055,2014-11-23,2,9600,180250.0,High Standard
2560800165,2015-03-16,2,5000,180500.0,High Standard
4345000510,2014-10-15,3,8518,180500.0,High Standard
8645500160,2015-01-07,3,9800,180500.0,High Standard
7899800890,2015-02-26,2,5120,181000.0,High Standard
3080000005,2015-04-17,2,4000,181000.0,High Standard
3523029059,2014-07-31,2,10807,181000.0,High Standard
7893206095,2014-07-16,4,7500,181100.0,High Standard
4324500180,2014-09-26,3,7350,182000.0,High Standard
1670400090,2014-11-24,3,18055,182000.0,High Standard
7682200340,2014-07-28,3,8875,182000.0,High Standard
257000263,2014-10-21,4,13927,182200.0,High Standard
9543000945,2015-04-27,3,4744,182500.0,High Standard
7696500280,2014-10-27,3,7194,182500.0,High Standard
2122049096,2014-08-08,2,13920,182500.0,High Standard
6056100160,2014-07-28,4,2106,182568.0,High Standard
9211500620,2014-10-08,3,6650,182700.0,High Standard
7943000020,2015-03-26,2,7272,183000.0,High Standard
8651430220,2014-07-25,3,5200,183000.0,High Standard
